./images\15017.png,47,12,62,37,6
./images\15017.png,62,11,79,36,6
./images\28114.png,62,37,91,71,2
./images\28114.png,90,18,117,52,6
./images\32212.png,3,10,10,32,1
./images\32212.png,10,9,15,31,1
./images\32212.png,14,10,23,32,6
./images\26978.png,24,4,37,32,4
./images\26978.png,38,5,52,33,7
./images\23518.png,15,1,22,19,1
./images\23518.png,24,1,35,19,4
./images\25239.png,133,39,151,94,1
./images\25239.png,157,22,188,77,2
./images\5250.png,137,26,179,165,4
./images\5250.png,185,14,223,153,9
./images\12850.png,21,3,33,25,6
./images\12850.png,33,3,42,25,1
./images\12850.png,41,1,53,23,2
./images\20195.png,26,6,41,36,4
./images\20195.png,44,7,51,37,1
./images\8708.png,44,7,60,47,4
./images\8708.png,62,5,81,45,10
./images\17996.png,17,2,23,17,2
./images\17996.png,21,2,28,17,5
./images\23789.png,142,22,162,60,9
./images\23789.png,162,31,182,69,9
./images\23789.png,179,45,202,83,3
./images\19734.png,54,14,77,53,4
./images\19734.png,78,15,102,54,5
./images\29338.png,51,14,63,41,2
./images\29338.png,62,14,72,41,7
./images\29338.png,72,13,84,40,4
./images\12733.png,65,15,90,54,5
./images\12733.png,93,12,115,51,3
./images\12733.png,117,17,146,56,4
./images\17898.png,47,8,71,63,1
./images\17898.png,68,6,100,61,5
./images\29331.png,23,2,37,33,3
./images\29331.png,38,1,52,32,3
./images\29331.png,51,1,66,32,7
./images\10908.png,99,17,147,97,8
./images\1681.png,1,15,35,74,3
./images\1681.png,34,13,75,72,5
./images\25887.png,76,13,131,100,5
./images\25887.png,145,14,200,101,10
./images\5453.png,19,1,31,21,9
./images\5453.png,33,3,45,23,5
./images\22683.png,80,12,131,95,9
./images\29945.png,55,11,85,61,5
./images\29945.png,86,15,106,65,1
./images\27023.png,18,1,29,22,7
./images\27023.png,29,3,41,24,5
./images\16717.png,72,13,90,68,4
./images\16717.png,89,12,109,67,9
./images\16717.png,106,14,124,69,9
./images\836.png,155,29,262,184,6
./images\836.png,247,41,332,196,1
./images\2646.png,25,3,40,26,8
./images\2646.png,42,2,52,25,1
./images\3274.png,54,11,64,58,2
./images\3274.png,65,16,72,63,1
./images\21442.png,51,8,71,42,5
./images\22513.png,45,9,74,52,2
./images\29822.png,43,13,57,32,6
./images\29822.png,55,13,67,32,8
./images\29822.png,65,13,76,32,6
./images\25796.png,87,16,136,90,2
./images\25796.png,137,5,187,79,6
./images\9890.png,46,5,66,55,2
./images\9890.png,67,5,86,55,4
./images\9890.png,87,5,112,55,3
./images\7688.png,59,7,77,66,1
./images\7688.png,76,4,101,63,10
./images\7688.png,99,6,118,65,1
./images\21090.png,57,12,95,69,3
./images\4699.png,70,25,83,63,1
./images\4699.png,86,21,103,59,3
./images\4699.png,107,15,124,53,9
./images\7814.png,62,41,84,84,1
./images\7814.png,82,26,99,69,3
./images\7814.png,97,10,124,53,9
./images\10501.png,31,9,36,24,1
./images\10501.png,38,9,45,24,6
./images\11019.png,29,2,43,40,3
./images\11019.png,45,9,55,47,7
./images\17995.png,42,8,64,51,2
./images\17995.png,66,7,87,50,7
./images\17995.png,90,5,112,48,10
./images\15863.png,37,7,51,45,1
./images\15863.png,49,6,62,44,1
./images\24533.png,31,4,39,29,5
./images\24533.png,43,8,56,33,4
./images\12817.png,57,18,76,50,8
./images\29004.png,130,65,162,108,3
./images\29004.png,154,40,190,83,9
./images\29004.png,178,16,217,59,2
./images\28541.png,33,2,45,41,1
./images\28541.png,48,5,64,44,9
./images\10010.png,27,3,33,31,1
./images\10010.png,34,4,43,32,3
./images\29904.png,17,4,25,20,6
./images\29904.png,26,5,35,21,2
./images\26759.png,34,11,44,28,2
./images\26759.png,41,10,50,27,7
./images\9417.png,27,6,40,47,5
./images\9417.png,47,4,65,45,7
./images\31844.png,15,2,23,17,1
./images\31844.png,22,1,31,16,3
./images\15730.png,94,29,124,77,2
./images\15730.png,119,28,145,76,2
./images\15730.png,140,29,161,77,1
./images\31789.png,72,17,93,57,2
./images\31789.png,92,11,111,51,1
./images\31789.png,110,11,143,51,7
./images\8607.png,24,6,34,26,2
./images\8607.png,34,6,42,26,3
./images\8607.png,43,6,53,26,2
./images\17756.png,59,14,69,41,3
./images\17756.png,69,10,82,37,9
./images\17756.png,81,7,93,34,9
./images\6979.png,97,7,115,67,1
./images\6979.png,118,6,134,66,6
./images\6979.png,134,19,156,79,10
./images\2538.png,39,9,57,34,2
./images\2538.png,60,15,72,40,1
./images\29480.png,42,9,58,41,3
./images\29480.png,57,7,73,39,2
./images\29480.png,74,7,94,39,5
./images\29701.png,27,5,41,30,3
./images\29701.png,39,4,52,29,6
./images\5948.png,49,1,69,62,1
./images\28106.png,143,24,194,102,2
./images\28106.png,195,41,240,119,10
./images\13839.png,77,22,96,77,6
./images\13839.png,98,21,114,76,4
./images\13583.png,30,4,45,32,5
./images\13583.png,45,5,59,33,5
./images\13583.png,60,5,76,33,10
./images\3848.png,25,5,33,21,9
./images\3848.png,31,6,41,22,10
./images\6186.png,44,1,56,53,1
./images\6186.png,60,5,75,57,5
./images\20142.png,49,14,67,61,6
./images\20142.png,71,12,99,59,7
./images\20142.png,100,6,120,53,1
./images\7104.png,39,7,59,42,2
./images\10394.png,78,74,94,114,1
./images\24504.png,17,1,33,28,4
./images\24504.png,32,1,45,28,7
./images\742.png,26,7,36,29,3
./images\742.png,34,10,40,32,5
./images\742.png,39,9,47,31,5
./images\15638.png,59,18,93,79,6
./images\15638.png,87,7,125,68,9
./images\15435.png,49,10,65,43,4
./images\18205.png,47,14,54,44,2
./images\18205.png,53,16,61,46,4
./images\18205.png,60,17,68,47,5
./images\28632.png,38,8,53,40,3
./images\28632.png,54,7,66,39,7
./images\19960.png,116,29,143,63,9
./images\19960.png,140,31,164,65,9
./images\29890.png,26,6,30,26,1
./images\4384.png,33,4,48,40,4
./images\4384.png,47,3,58,39,1
./images\26260.png,28,6,44,35,8
./images\26260.png,45,8,60,37,10
./images\15568.png,34,12,50,46,5
./images\15568.png,48,12,67,46,2
./images\20076.png,30,7,37,25,1
./images\26035.png,70,28,91,67,7
./images\26035.png,91,27,114,66,8
./images\10950.png,18,4,23,18,1
./images\10950.png,27,4,39,18,2
./images\10950.png,44,4,54,18,5
./images\10950.png,60,3,69,17,2
./images\25306.png,24,3,39,28,4
./images\25306.png,40,3,55,28,10
./images\25306.png,57,3,71,28,5
./images\1343.png,52,9,78,47,2
./images\28619.png,44,12,60,46,5
./images\16039.png,23,3,34,24,3
./images\16039.png,32,3,43,24,6
./images\29873.png,37,9,43,27,1
./images\29873.png,44,8,54,26,3
./images\11409.png,30,8,40,30,1
./images\11409.png,41,9,51,31,1
./images\11409.png,50,7,59,29,1
./images\14135.png,48,9,81,52,3
./images\14135.png,85,11,108,54,4
./images\28149.png,49,2,80,67,5
./images\28149.png,78,3,111,68,3
./images\28785.png,35,6,44,30,2
./images\21123.png,29,4,41,29,8
./images\268.png,34,12,42,36,6
./images\2962.png,62,16,81,73,2
./images\2962.png,80,14,100,71,10
./images\2962.png,99,11,115,68,2
./images\2962.png,115,11,130,68,6
./images\33081.png,52,1,84,63,2
./images\30515.png,31,8,51,33,4
./images\10210.png,76,21,87,47,2
./images\10210.png,85,23,95,49,5
./images\10210.png,92,24,104,50,6
./images\13672.png,26,6,36,27,8
./images\13672.png,35,3,46,24,3
./images\15292.png,94,37,101,71,1
./images\15292.png,116,36,134,70,6
./images\15292.png,149,36,157,70,1
./images\8519.png,24,10,34,25,4
./images\15896.png,34,8,46,35,4
./images\15896.png,46,8,57,35,4
./images\13930.png,41,4,52,39,2
./images\13930.png,54,7,65,42,10
./images\13930.png,67,8,79,43,4
./images\4275.png,13,6,21,17,2
./images\10424.png,18,5,26,17,2
./images\10424.png,28,5,34,17,3
./images\29599.png,32,7,49,36,3
./images\29599.png,46,5,64,34,4
./images\32984.png,22,3,28,24,1
./images\32984.png,29,4,32,25,1
./images\32984.png,33,5,38,26,10
./images\27962.png,46,6,75,48,4
./images\27962.png,71,6,105,48,8
./images\21041.png,57,10,80,66,9
./images\21041.png,77,2,96,58,5
./images\15718.png,44,17,59,53,4
./images\15718.png,58,9,71,45,7
./images\8304.png,20,1,38,30,6
./images\5406.png,47,20,78,85,3
./images\5406.png,76,23,103,88,3
./images\5406.png,97,24,127,89,5
./images\10294.png,43,12,59,41,6
./images\10294.png,60,11,71,40,1
./images\11068.png,32,8,46,35,2
./images\11068.png,45,9,61,36,2
./images\21764.png,74,14,109,109,1
./images\21764.png,108,13,140,108,4
./images\23492.png,41,12,52,25,4
./images\23492.png,50,12,60,25,7
./images\10665.png,11,3,20,31,1
./images\15259.png,38,11,48,33,4
./images\15259.png,52,14,62,36,10
./images\27194.png,29,11,39,31,4
./images\27194.png,39,11,47,31,2
./images\27194.png,45,7,54,27,7
./images\27194.png,52,8,64,28,4
./images\7293.png,43,14,50,34,1
./images\7293.png,52,14,61,34,2
./images\7293.png,67,15,78,35,5
./images\7293.png,82,14,94,34,5
./images\18677.png,19,3,30,29,2
./images\18677.png,29,2,41,28,6
./images\18677.png,39,3,50,29,2
./images\18677.png,49,2,62,28,6
./images\32181.png,95,16,159,113,9
./images\22261.png,37,7,43,37,1
./images\22261.png,43,7,50,37,1
./images\22261.png,49,6,59,36,9
./images\3632.png,73,20,95,89,1
./images\3632.png,98,18,128,87,7
./images\4743.png,47,14,59,34,1
./images\4743.png,54,14,65,34,7
./images\4743.png,61,15,72,35,6
./images\11314.png,36,4,57,45,6
./images\11314.png,62,4,88,45,3
./images\7331.png,68,23,95,79,1
./images\7331.png,94,18,123,74,2
./images\14075.png,26,3,40,29,3
./images\14075.png,37,3,59,29,10
./images\27807.png,21,1,29,23,1
./images\27807.png,31,1,39,23,10
./images\22158.png,217,118,231,144,1
./images\22158.png,225,119,242,145,2
./images\22158.png,235,116,256,142,10
./images\22158.png,247,118,266,144,10
./images\3040.png,23,1,33,27,3
./images\3040.png,32,3,40,29,1
./images\2234.png,42,5,55,45,4
./images\2234.png,58,5,71,45,7
./images\26315.png,21,1,36,31,1
./images\26315.png,39,1,54,31,1
./images\26476.png,36,1,54,41,3
./images\26476.png,54,5,74,45,9
./images\31626.png,35,5,44,33,1
./images\31626.png,44,5,55,33,7
./images\30538.png,135,27,152,54,2
./images\30538.png,147,25,160,52,3
./images\30538.png,157,25,170,52,7
./images\30538.png,163,29,178,56,1
./images\7036.png,120,52,139,108,1
./images\7036.png,142,34,181,90,5
./images\7036.png,182,26,216,82,6
./images\22666.png,34,8,55,50,4
./images\22666.png,57,1,81,43,2
./images\23248.png,62,17,75,49,7
./images\23248.png,77,17,94,49,7
./images\23248.png,92,16,106,48,3
./images\31109.png,20,2,28,23,1
./images\5979.png,45,7,73,51,5
./images\33125.png,61,6,91,67,7
./images\33125.png,94,11,122,72,1
./images\12290.png,35,4,53,41,2
./images\12290.png,54,2,74,39,6
./images\25322.png,45,15,55,42,10
./images\22707.png,75,10,84,33,1
./images\22707.png,84,10,95,33,1
./images\22707.png,92,9,106,32,9
./images\28287.png,26,7,35,28,2
./images\28287.png,35,6,49,27,8
./images\31418.png,41,5,76,49,9
./images\28702.png,49,15,72,46,8
./images\28702.png,71,13,95,44,7
./images\13735.png,87,6,146,118,5
./images\25076.png,29,10,38,32,8
./images\25076.png,38,10,48,32,2
./images\269.png,33,7,49,39,3
./images\269.png,52,5,69,37,5
./images\269.png,68,6,88,38,3
./images\20324.png,47,9,69,51,2
./images\20324.png,66,14,91,56,10
./images\14317.png,45,6,56,44,1
./images\14317.png,58,11,68,49,3
./images\14317.png,68,10,79,48,10
./images\14317.png,84,15,93,53,10
./images\27290.png,39,5,57,48,4
./images\27290.png,55,5,70,48,2
./images\31497.png,23,2,32,24,1
./images\31497.png,33,1,40,23,1
./images\25517.png,21,4,29,22,9
./images\25517.png,30,4,35,22,1
./images\12855.png,29,6,43,35,2
./images\12855.png,41,6,55,35,7
./images\12855.png,53,6,70,35,2
./images\29332.png,23,3,29,21,6
./images\29332.png,29,2,37,20,8
./images\10590.png,50,15,73,73,1
./images\10590.png,72,10,106,68,3
./images\26038.png,20,6,27,25,1
./images\26038.png,28,5,38,24,10
./images\29459.png,22,3,33,26,9
./images\29459.png,34,3,45,26,4
./images\18822.png,28,1,34,29,1
./images\18822.png,35,2,47,30,5
./images\18822.png,48,1,58,29,4
./images\28234.png,72,10,90,65,4
./images\28234.png,91,14,104,69,1
./images\906.png,40,10,49,48,9
./images\29300.png,29,4,38,22,4
./images\29300.png,37,4,49,22,4
./images\13015.png,34,10,46,38,4
./images\13015.png,47,10,58,38,7
./images\13015.png,58,9,69,37,2
./images\10897.png,57,20,70,56,1
./images\10897.png,70,17,83,53,1
./images\1138.png,76,31,106,77,4
./images\1138.png,109,16,126,62,1
./images\1138.png,127,16,154,62,10
./images\2536.png,36,8,46,33,4
./images\2536.png,43,6,55,31,3
./images\6990.png,47,10,76,60,4
./images\6990.png,77,10,105,60,3
./images\18712.png,22,2,33,24,3
./images\18712.png,32,3,42,25,3
./images\22579.png,38,9,49,44,3
./images\22579.png,52,8,66,43,4
./images\9546.png,22,3,31,24,3
./images\9546.png,30,2,39,23,10
./images\86.png,26,4,33,24,3
./images\86.png,33,5,42,25,5
./images\28028.png,93,27,115,81,2
./images\28028.png,113,16,134,70,8
./images\28028.png,130,5,154,59,6
./images\10515.png,19,7,31,21,6
./images\10515.png,31,8,39,22,1
./images\11526.png,25,1,34,23,3
./images\11526.png,33,2,43,24,9
./images\11526.png,43,3,47,25,1
./images\3762.png,28,7,36,31,1
./images\3762.png,38,6,49,30,4
./images\3762.png,49,6,62,30,7
./images\11244.png,46,15,57,46,1
./images\11244.png,56,15,70,46,1
./images\11244.png,68,13,85,44,7
./images\23177.png,71,17,84,50,2
./images\23177.png,83,15,99,48,3
./images\7813.png,90,32,123,87,2
./images\7813.png,119,29,151,84,2
./images\7813.png,145,21,180,76,5
./images\13009.png,32,16,40,41,1
./images\13009.png,39,13,47,38,3
./images\13009.png,46,13,53,38,8
./images\29097.png,36,8,51,33,4
./images\29097.png,52,12,65,37,5
./images\17556.png,18,4,25,31,1
./images\17556.png,23,3,32,30,1
./images\17556.png,29,2,44,29,5
./images\23009.png,27,3,34,20,1
./images\23009.png,32,2,40,19,6
./images\23009.png,39,4,46,21,1
./images\24066.png,142,41,162,82,1
./images\24066.png,158,37,180,78,8
./images\7979.png,39,11,52,41,2
./images\7979.png,51,12,61,42,2
./images\2721.png,46,11,56,45,1
./images\2721.png,59,10,65,44,2
./images\2721.png,70,12,78,46,4
./images\3437.png,37,8,50,33,3
./images\3437.png,53,9,68,34,8
./images\3437.png,69,11,78,36,1
./images\29388.png,62,8,95,67,3
./images\29388.png,94,7,124,66,4
./images\39.png,62,19,75,59,3
./images\39.png,74,20,83,60,1
./images\18129.png,26,4,44,38,3
./images\18129.png,44,5,63,39,4
./images\6668.png,25,26,40,55,2
./images\6668.png,42,28,59,57,3
./images\6668.png,57,29,74,58,2
./images\22567.png,57,8,95,70,2
./images\22567.png,98,7,135,69,2
./images\29208.png,21,4,29,20,2
./images\29208.png,28,4,34,20,1
./images\18357.png,84,24,101,62,1
./images\18357.png,94,25,108,63,1
./images\18357.png,103,24,119,62,8
./images\958.png,22,4,36,27,4
./images\958.png,37,3,45,26,7
./images\15973.png,22,4,28,21,1
./images\15973.png,30,4,40,21,2
./images\15973.png,42,4,51,21,7
./images\15973.png,51,3,61,20,8
./images\20855.png,16,6,20,19,1
./images\20855.png,20,4,26,17,10
./images\20855.png,25,4,30,17,1
./images\30248.png,15,2,21,20,2
./images\30248.png,22,1,27,19,1
./images\30248.png,27,3,34,21,8
./images\32359.png,55,16,76,54,3
./images\32359.png,79,17,94,55,9
./images\32359.png,96,14,116,52,3
./images\32359.png,117,9,136,47,2
./images\32198.png,22,7,36,40,2
./images\32198.png,31,6,48,39,10
./images\11467.png,44,11,52,43,1
./images\11467.png,54,14,61,46,8
./images\11467.png,64,14,75,46,6
./images\24229.png,31,7,41,37,7
./images\24229.png,43,6,55,36,3
